run,iteration,fitness_max,fitness_min,fitness_median,fitness_mean,fitness_std,fitness_max_0,fitness_min_0,fitness_median_0,fitness_mean_0,fitness_std_0,sure_count_0
1,0,0.004329366609454155,0.0001499645586591214,0.0008294297149404883,0.0011388661805540323,0.0009384577278979123,0.004329366609454155,0.0001499645586591214,0.0008294297149404883,0.0011388661805540323,0.0009384577278979123,0
1,1,0.004196733236312866,0.00039195854333229363,0.0018670158460736275,0.0020989486947655678,0.0011429819278419018,0.004196733236312866,0.00039195854333229363,0.0018670158460736275,0.0020989486947655678,0.0011429819278419018,0
1,2,0.0063800085335969925,0.0006260082591325045,0.003271794877946377,0.0031426085624843836,0.0014511019689962268,0.0063800085335969925,0.0006260082591325045,0.003271794877946377,0.0031426085624843836,0.0014511019689962268,0
1,3,0.008051344193518162,0.0008038774249143898,0.00364881195127964,0.0037187824491411448,0.0019888950046151876,0.008051344193518162,0.0008038774249143898,0.00364881195127964,0.0037187824491411448,0.0019888950046151876,0
1,4,0.013829631730914116,0.001032017171382904,0.0053809210658073425,0.005531758069992065,0.0026013588067144156,0.013829631730914116,0.001032017171382904,0.0053809210658073425,0.005531758069992065,0.0026013588067144156,0
1,5,0.014261886477470398,0.0013039703480899334,0.0051323845982551575,0.006054436322301626,0.003226224798709154,0.014261886477470398,0.0013039703480899334,0.0051323845982551575,0.006054436322301626,0.003226224798709154,0
1,6,0.013829631730914116,0.0014544958248734474,0.005725772585719824,0.006947747897356749,0.003383460221812129,0.013829631730914116,0.0014544958248734474,0.005725772585719824,0.006947747897356749,0.003383460221812129,0
1,7,0.017688371241092682,0.0013666575541719794,0.008976690471172333,0.008531720377504826,0.004425946623086929,0.017688371241092682,0.0013666575541719794,0.008976690471172333,0.008531720377504826,0.004425946623086929,0
1,8,0.021222148090600967,0.0015973927220329642,0.009399587288498878,0.009634780697524548,0.004980144090950489,0.021222148090600967,0.0015973927220329642,0.009399587288498878,0.009634780697524548,0.004980144090950489,0
1,9,0.024694615975022316,0.0033751321025192738,0.008976942859590054,0.01124456338584423,0.005560660269111395,0.024694615975022316,0.0033751321025192738,0.008976942859590054,0.01124456338584423,0.005560660269111395,0
1,10,0.02432049810886383,0.00342770223505795,0.014473473653197289,0.014482537284493446,0.005302409175783396,0.02432049810886383,0.00342770223505795,0.014473473653197289,0.014482537284493446,0.005302409175783396,0
1,11,0.02909987047314644,0.0023218351416289806,0.014447029680013657,0.015465683303773403,0.00696416012942791,0.02909987047314644,0.0023218351416289806,0.014447029680013657,0.015465683303773403,0.00696416012942791,0
1,12,0.03549940139055252,0.0032197795808315277,0.016611622646450996,0.01793530583381653,0.008679197169840336,0.03549940139055252,0.0032197795808315277,0.016611622646450996,0.01793530583381653,0.008679197169840336,0
1,13,0.03603660687804222,0.0038811578415334225,0.021852385252714157,0.020410172641277313,0.009146606549620628,0.03603660687804222,0.0038811578415334225,0.021852385252714157,0.020410172641277313,0.009146606549620628,0
1,14,0.03942291811108589,0.007334298454225063,0.02288125641644001,0.023085154592990875,0.009954521432518959,0.03942291811108589,0.007334298454225063,0.02288125641644001,0.023085154592990875,0.009954521432518959,0
1,15,0.04899162799119949,0.005136663094162941,0.024305151775479317,0.023866306990385056,0.012133384123444557,0.04899162799119949,0.005136663094162941,0.024305151775479317,0.023866306990385056,0.012133384123444557,0
1,16,0.0584271103143692,0.006187644321471453,0.025018803775310516,0.0267158355563879,0.014767417684197426,0.0584271103143692,0.006187644321471453,0.025018803775310516,0.0267158355563879,0.014767417684197426,0
1,17,0.05842806026339531,0.006585815455764532,0.03433910384774208,0.031539227813482285,0.015125270932912827,0.05842806026339531,0.006585815455764532,0.03433910384774208,0.031539227813482285,0.015125270932912827,0
